description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,neg_log10_p,gene_ratio
RAF/MAP kinase cascade,11056,41238,6,"[[], [], [], [], [], [], [], ['REAC'], [], [], ['REAC'], [], [], [], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",RAF/MAP kinase cascade,REAC:R-HSA-5673001,0.0008554136006682932,['REAC:R-HSA-5684996'],0.3333333333333333,query_1,18,0.022556390977443608,True,REAC,266,1914,97,3.0678238489491716,0.3333333333333333
"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",20972,12718,15,"[['IEA'], ['ISS', 'IEA'], [], ['IEA'], ['IDA', 'IBA'], ['IMP', 'IBA'], ['IDA', 'IMP', 'IGI', 'IEP', 'ISS', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], [], [], ['IGI', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA']]",signal transduction,GO:0007165,0.0008661776197089837,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']",0.8823529411764706,query_1,17,0.002474022761009401,True,GO:BP,6063,2595,19,3.062393041758865,0.8823529411764706
"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",20972,10912,5,"[['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IEA'], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], []]",lymphocyte activation involved in immune response,GO:0002285,0.0008694743608588861,"['GO:0002366', 'GO:0046649']",0.29411764705882354,query_1,17,0.02336448598130841,True,GO:BP,214,789,19,3.060743219988674,0.29411764705882354
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",20972,22599,17,"[['IGI', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IGI', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IGI', 'IEP', 'ISS', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], [], ['IDA', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IEP', 'ISS', 'TAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA']]",response to stimulus,GO:0050896,0.0009114705946669917,['GO:0008150'],1.0,query_1,17,0.001878245497735057,True,GO:BP,9051,12476,19,3.040257337738418,1.0
"""The series of molecular signals initiated by ephrin binding to its receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]",20972,21748,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",ephrin receptor signaling pathway,GO:0048013,0.00092779419830155,['GO:0007169'],0.23529411764705882,query_1,17,0.04597701149425287,True,GO:BP,87,11625,19,3.032548347546404,0.23529411764705882
MAPK1/MAPK3 signaling,11056,40730,6,"[[], [], [], [], [], [], [], ['REAC'], [], [], ['REAC'], [], [], [], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",MAPK1/MAPK3 signaling,REAC:R-HSA-5684996,0.0009530292493132691,['REAC:R-HSA-5683057'],0.3333333333333333,query_1,18,0.02214022140221402,True,REAC,271,1406,97,3.0208937702741396,0.3333333333333333
Hepatitis B,8716,39196,5,"[[], [], [], [], [], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], ['KEGG'], [], [], [], []]",Hepatitis B,KEGG:05161,0.00100642464964818,['KEGG:00000'],0.2777777777777778,query_1,18,0.03067484662576687,True,KEGG,163,458,72,2.9972187349005086,0.2777777777777778
"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]",20972,25602,7,"[[], [], [], [], [], [], ['IEA'], [], [], [], ['IGI'], [], ['IDA', 'IMP', 'IEA'], [], ['IDA', 'IMP', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA']]",cellular response to growth factor stimulus,GO:0071363,0.0010131459499293565,"['GO:0070848', 'GO:0071495']",0.4117647058823529,query_1,17,0.009915014164305949,True,GO:BP,706,15479,19,2.99432798733151,0.4117647058823529
"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",20972,10884,7,"[['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP'], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['IDA', 'IMP', 'ISS', 'IEA']]",immune effector process,GO:0002252,0.0010523910027572855,['GO:0002376'],0.4117647058823529,query_1,17,0.009859154929577466,True,GO:BP,710,761,19,2.9778228734992633,0.4117647058823529
"""Binding to single-stranded DNA."" [GOC:elh, GOC:vw, PMID:22976174]",20208,325,4,"[['IDA'], [], ['IDA'], ['IDA'], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], []]",single-stranded DNA binding,GO:0003697,0.0010534789065213275,['GO:0003677'],0.2222222222222222,query_1,18,0.03278688524590164,True,GO:MF,122,325,9,2.977374155711413,0.2222222222222222
"""Any process that modulates the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",20972,23210,6,"[[], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], [], [], ['ISS'], ['IEA'], [], [], [], [], ['IEA']]",regulation of nervous system development,GO:0051960,0.0010783062334275592,"['GO:0007399', 'GO:2000026']",0.35294117647058826,query_1,17,0.013953488372093023,True,GO:BP,430,13087,19,2.9672578842318793,0.35294117647058826
"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]",20972,12708,9,"[[], [], [], [], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], [], [], ['IDA', 'IMP', 'IBA', 'NAS', 'IEA'], [], ['TAS'], ['IMP'], ['IMP', 'TAS'], [], ['IDA', 'IEA'], [], ['IMP'], ['ISS', 'IEA']]",cell adhesion,GO:0007155,0.0010806283335823182,['GO:0009987'],0.5294117647058824,query_1,17,0.005952380952380952,True,GO:BP,1512,2585,19,2.9663236496441905,0.5294117647058824
"""The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]",22155,35304,4,"[[], [], [], [], [], [], [], ['IDA'], ['IDA'], [], [], ['IDA'], [], [], [], [], [], ['IEA']]",cytoplasmic side of plasma membrane,GO:0009898,0.001101638170933192,"['GO:0005886', 'GO:0098562']",0.2222222222222222,query_1,18,0.025157232704402517,True,GO:CC,159,635,14,2.9579610245136116,0.2222222222222222
Regulation of T cell activation by CD28 family,11056,41415,4,"[[], [], [], [], ['REAC'], ['REAC'], [], [], [], [], ['REAC'], [], ['REAC'], [], [], [], [], []]",Regulation of T cell activation by CD28 family,REAC:R-HSA-388841,0.001133321791606879,['REAC:R-HSA-1280218'],0.2222222222222222,query_1,18,0.05970149253731343,True,REAC,67,2091,101,2.9456467605012024,0.2222222222222222
"""A molecular function regulator that activates or increases the activity of its target via non-covalent binding that does not result in covalent modification to the target."" [GOC:curators]",20208,9398,8,"[[], [], [], [], ['IDA'], [], ['EXP', 'IPI'], [], [], [], ['IEA'], ['ISS'], ['IDA'], ['IEP'], [], ['EXP'], ['IDA'], []]",molecular function activator activity,GO:0140677,0.0011889605740881544,['GO:0098772'],0.4444444444444444,query_1,18,0.006617038875103391,True,GO:MF,1209,9398,3,2.9248325463399674,0.4444444444444444
"""The synthesis or release of any molecular mediator of the immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",20972,11044,5,"[['IBA', 'IEA'], ['ISS', 'IEA'], ['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA', 'ISS', 'IEA']]",production of molecular mediator of immune response,GO:0002440,0.0012150299378268364,"['GO:0002376', 'GO:0010467']",0.29411764705882354,query_1,17,0.021834061135371178,True,GO:BP,229,921,19,2.91541302110039,0.29411764705882354
"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",20972,22816,8,"[[], [], [], [], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IEA'], [], ['IEA'], [], [], ['IMP', 'ISS'], [], ['IMP'], ['IEA'], [], ['IMP'], []]",negative regulation of multicellular organismal process,GO:0051241,0.0012270314567163392,"['GO:0032501', 'GO:0048519', 'GO:0051239']",0.47058823529411764,query_1,17,0.007332722273143905,True,GO:BP,1091,12693,19,2.911144303366551,0.47058823529411764
"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",20972,18497,8,"[[], [], [], [], [], [], [], ['IEA'], [], [], ['IEA'], [], ['IMP'], ['ISS'], ['NAS'], ['IMP'], ['IEA'], ['ISS', 'IEA']]",tube development,GO:0035295,0.001252876988167416,"['GO:0007275', 'GO:0048856']",0.47058823529411764,query_1,17,0.007312614259597806,True,GO:BP,1094,8374,19,2.902091567459689,0.47058823529411764
"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",20972,13537,11,"[[], [], [], [], [], [], ['IEA'], ['IEA'], ['IBA', 'IEA'], [], ['IEA'], ['IMP', 'ISS'], ['IMP'], ['ISS'], ['NAS', 'IEA'], ['IDA', 'IMP'], ['IEA'], ['ISS', 'IEA']]",anatomical structure morphogenesis,GO:0009653,0.0013566493331331128,"['GO:0032502', 'GO:0048856']",0.6470588235294118,query_1,17,0.004075583549462764,True,GO:BP,2699,3414,19,2.8675323943195514,0.6470588235294118
"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]",20972,11279,8,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IBA', 'TAS'], ['IMP', 'IBA'], [], [], [], [], ['TAS'], [], ['IDA', 'TAS'], [], [], [], [], ['IDA', 'ISS', 'IEA']]",positive regulation of immune system process,GO:0002684,0.0014083598665091698,"['GO:0002376', 'GO:0002682', 'GO:0048518']",0.47058823529411764,query_1,17,0.0072007200720072,True,GO:BP,1111,1156,19,2.851286359348764,0.47058823529411764
"""Any process that stops, prevents, or reduces the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."" [GOC:dph, GOC:tb]",20972,14120,4,"[[], [], [], [], [], [], ['IEA'], [], [], [], ['NAS'], [], ['IMP', 'NAS'], [], [], ['NAS'], [], []]",negative regulation of autophagy,GO:0010507,0.001437050353631785,"['GO:0006914', 'GO:0009895', 'GO:0010506']",0.23529411764705882,query_1,17,0.041237113402061855,True,GO:BP,97,3997,19,2.8425280141056524,0.23529411764705882
"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]",20972,13767,9,"[[], [], [], [], [], [], ['IMP', 'ISS'], ['IEA'], [], [], ['IGI', 'NAS'], ['IMP', 'ISS'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'ISS', 'IBA', 'IEA'], [], ['IDA', 'IMP', 'IBA'], ['IMP', 'IBA', 'TAS', 'IEA']]",positive regulation of signal transduction,GO:0009967,0.0014778882537897589,"['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']",0.5294117647058824,query_1,17,0.0057361376673040155,True,GO:BP,1569,3644,19,2.83035840261047,0.5294117647058824
"""Any apoptotic process in a fibroblast, a connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules."" [CL:0000057, GOC:jl, GOC:mtg_apoptosis, GOC:yaf]",20972,20386,3,"[[], [], [], [], [], [], ['IEA'], [], [], [], ['IEA'], [], [], ['TAS'], [], [], [], []]",fibroblast apoptotic process,GO:0044346,0.0014799121315291607,['GO:0006915'],0.17647058823529413,query_1,17,0.12,True,GO:BP,25,10263,19,2.8297640696894195,0.17647058823529413
"""The cell cycle process by which a cell in G1 phase commits to S phase."" [GOC:mtg_cell_cycle]",20972,20557,5,"[[], [], [], [], [], [], ['IMP', 'IEA'], [], [], [], [], ['IDA'], ['IMP'], ['IDA'], [], [], ['IMP'], []]",cell cycle G1/S phase transition,GO:0044843,0.0015000931654007947,['GO:0044770'],0.29411764705882354,query_1,17,0.02092050209205021,True,GO:BP,239,10434,20,2.823881767635657,0.29411764705882354
Signaling by ERBB2 KD Mutants,11056,41655,3,"[[], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], []]",Signaling by ERBB2 KD Mutants,REAC:R-HSA-9664565,0.0015167054487878508,['REAC:R-HSA-1227990'],0.16666666666666666,query_1,18,0.14285714285714285,True,REAC,21,2331,98,2.8190987530213043,0.16666666666666666
"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]",20972,20195,5,"[[], [], [], ['ISS', 'IEA'], [], [], ['IEA'], ['IEA'], [], [], ['IEA'], [], ['IMP'], [], [], [], [], []]",regulation of neuron apoptotic process,GO:0043523,0.0015312747236284029,"['GO:0042981', 'GO:0051402']",0.29411764705882354,query_1,17,0.020833333333333332,True,GO:BP,240,10072,19,2.8149468862106044,0.29411764705882354
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]",20972,20141,6,"[[], [], [], [], [], [], [], [], [], [], ['IDA', 'TAS', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'IEA'], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",response to peptide hormone,GO:0043434,0.0015380900960624303,"['GO:0009725', 'GO:1901698', 'GO:1901700']",0.35294117647058826,query_1,17,0.01312910284463895,True,GO:BP,457,10018,19,2.8130182243026414,0.35294117647058826
"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",20972,26740,14,"[['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'NAS', 'IEA'], [], ['IDA', 'IEA'], [], [], ['IDA', 'IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'NAS', 'IEA'], ['IDA', 'IMP'], ['IDA'], ['IDA', 'IMP'], ['IMP']]",regulation of primary metabolic process,GO:0080090,0.0015493501140149862,"['GO:0019222', 'GO:0044238']",0.8235294117647058,query_1,17,0.0026845637583892616,True,GO:BP,5215,16617,19,2.809850431560724,0.8235294117647058
"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]",20972,12578,10,"[['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['IEA'], [], [], [], ['TAS'], [], ['IDA'], [], [], [], [], ['IDA', 'IMP', 'ISS', 'IEA']]",immune response,GO:0006955,0.0015856427270398567,"['GO:0002376', 'GO:0050896']",0.5882352941176471,query_1,17,0.004721435316336166,True,GO:BP,2118,2455,19,2.7997946601168553,0.5882352941176471
Signaling by ERBB2 in Cancer,11056,41657,3,"[[], [], [], [], [], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], [], ['REAC'], []]",Signaling by ERBB2 in Cancer,REAC:R-HSA-1227990,0.0017543976355941296,['REAC:R-HSA-5663202'],0.16666666666666666,query_1,18,0.13636363636363635,True,REAC,22,2333,98,2.7558719666298463,0.16666666666666666
"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]",20972,22521,7,"[[], ['IDA'], [], ['IDA'], [], [], ['TAS'], [], [], [], [], ['IDA'], ['IDA'], [], ['IDA'], ['IDA'], [], []]",regulation of catalytic activity,GO:0050790,0.001878066210386379,['GO:0065009'],0.4117647058823529,query_1,17,0.00904392764857881,True,GO:BP,774,12398,21,2.7262891009418064,0.4117647058823529
"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",20972,22516,7,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA'], ['IMP', 'IBA'], [], [], [], [], ['TAS'], [], ['IDA'], [], [], [], [], []]",positive regulation of immune response,GO:0050778,0.0018943709465929022,"['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']",0.4117647058823529,query_1,17,0.00903225806451613,True,GO:BP,775,12393,19,2.7225349755521595,0.4117647058823529
"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",20972,11047,6,"[['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IMP'], [], [], [], [], [], [], [], [], [], [], [], [], ['IMP', 'ISS', 'IEA']]",leukocyte mediated immunity,GO:0002443,0.0019258474771834961,['GO:0002252'],0.35294117647058826,query_1,17,0.01263157894736842,True,GO:BP,475,924,19,2.715378111001996,0.35294117647058826
Longevity regulating pathway,8716,39035,4,"[[], [], [], [], [], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], [], [], [], [], []]",Longevity regulating pathway,KEGG:04211,0.0019364535668889543,['KEGG:00000'],0.2222222222222222,query_1,18,0.044444444444444446,True,KEGG,90,297,73,2.7129929122517034,0.2222222222222222
"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",20972,11298,5,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IMP'], [], [], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IEA']]",regulation of leukocyte mediated immunity,GO:0002703,0.0019470161365048324,"['GO:0002443', 'GO:0002697']",0.29411764705882354,query_1,17,0.01984126984126984,True,GO:BP,252,1175,19,2.710630449113782,0.29411764705882354
"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor (VEGFR) on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",20972,21745,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",vascular endothelial growth factor receptor signaling pathway,GO:0048010,0.0019747438120953937,['GO:0007169'],0.23529411764705882,query_1,17,0.0380952380952381,True,GO:BP,105,11622,19,2.704489238371727,0.23529411764705882
"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]",20972,16376,7,"[[], [], [], [], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], [], [], ['IMP'], [], ['TAS'], ['IMP'], ['IMP', 'TAS'], [], ['IDA', 'IEA'], [], [], []]",regulation of cell adhesion,GO:0030155,0.0019776949224365866,"['GO:0007155', 'GO:0050794']",0.4117647058823529,query_1,17,0.008974358974358974,True,GO:BP,780,6253,19,2.703840701475435,0.4117647058823529
"""The change in morphology and behavior of a mature or immature B cell during an immune response, resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:jal]",20972,10930,4,"[['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",B cell activation involved in immune response,GO:0002312,0.0020511649315524626,"['GO:0002285', 'GO:0042113']",0.23529411764705882,query_1,17,0.03773584905660377,True,GO:BP,106,807,19,2.6879994171629567,0.23529411764705882
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",20972,30360,9,"[[], [], [], [], ['IBA'], [], ['IDA'], [], ['IDA', 'IEA'], [], ['IDA', 'ISS', 'TAS', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'IEA'], [], ['IEA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['IEA']]",response to oxygen-containing compound,GO:1901700,0.002060024574014388,['GO:0042221'],0.5294117647058824,query_1,17,0.0055147058823529415,True,GO:BP,1632,20237,19,2.6861275989050255,0.5294117647058824
"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."" [GOC:go_curators, GOC:mtg_apoptosis]",20972,13201,4,"[['IEA'], ['ISS', 'IEA'], [], ['IEA'], [], [], ['IDA', 'IMP', 'IEA'], [], [], [], [], [], [], [], [], [], [], []]",intrinsic apoptotic signaling pathway in response to DNA damage,GO:0008630,0.0021297629099742083,"['GO:0006974', 'GO:0097193']",0.23529411764705882,query_1,17,0.037383177570093455,True,GO:BP,107,3078,19,2.671668740514763,0.23529411764705882
"""The series of molecular signals initiated by a ligand binding to a platelet-derived growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]",20972,21743,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",platelet-derived growth factor receptor signaling pathway,GO:0048008,0.0021297629099742083,['GO:0007169'],0.23529411764705882,query_1,17,0.037383177570093455,True,GO:BP,107,11620,19,2.671668740514763,0.23529411764705882
"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",20972,22815,9,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IBA', 'TAS'], [], [], ['IEA'], [], [], ['TAS'], [], ['TAS', 'IEA'], ['ISS'], [], [], [], ['IDA', 'ISS', 'IEA']]",positive regulation of multicellular organismal process,GO:0051240,0.002135632692993615,"['GO:0032501', 'GO:0048518', 'GO:0051239']",0.5294117647058824,query_1,17,0.005491153142159854,True,GO:BP,1639,12692,19,2.670473439435197,0.5294117647058824
Adherens junction,8716,39067,4,"[[], [], [], [], [], [], [], [], ['KEGG'], [], [], [], [], [], ['KEGG'], ['KEGG'], ['KEGG'], []]",Adherens junction,KEGG:04520,0.0022041710728567766,['KEGG:00000'],0.2222222222222222,query_1,18,0.043010752688172046,True,KEGG,93,329,74,2.6567547015106108,0.2222222222222222
"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]",20972,25354,10,"[[], [], [], [], ['IBA'], [], ['IDA', 'IMP', 'IEP', 'IEA'], [], ['IDA'], [], ['IDA', 'ISS', 'TAS', 'IEA'], [], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA'], ['IEA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA']]",cellular response to chemical stimulus,GO:0070887,0.002248173376698176,"['GO:0042221', 'GO:0051716']",0.5882352941176471,query_1,17,0.004547521600727604,True,GO:BP,2199,15231,19,2.648170199490948,0.5882352941176471
"""The appearance of immunoglobulin due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]",20972,10991,4,"[['IBA', 'IEA'], ['ISS', 'IEA'], ['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",immunoglobulin production,GO:0002377,0.0022936498014535294,['GO:0002440'],0.23529411764705882,query_1,17,0.03669724770642202,True,GO:BP,109,868,19,2.639472890230019,0.23529411764705882
"""Any process that activates or increases the frequency, rate or extent of isotype switching."" [GOC:go_curators]",20972,20998,3,"[['IEA'], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",positive regulation of isotype switching,GO:0045830,0.00234642377747381,"['GO:0002639', 'GO:0002891', 'GO:0045190', 'GO:0045191', 'GO:0045911', 'GO:0050871', 'GO:0051094']",0.17647058823529413,query_1,17,0.10344827586206896,True,GO:BP,29,10875,19,2.629593549084209,0.17647058823529413
"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]",20972,16287,6,"[[], [], [], [], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], [], [], ['IMP'], [], ['TAS'], [], ['IMP', 'TAS'], [], ['IEA'], [], [], []]",regulation of cell-cell adhesion,GO:0022407,0.0023904266921027316,"['GO:0030155', 'GO:0098609']",0.35294117647058826,query_1,17,0.012170385395537525,True,GO:BP,493,6164,19,2.621524570396738,0.35294117647058826
"""Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP."" [PMID:25399640]",20208,942,6,"[[], [], [], [], [], [], [], [], [], [], ['IEA'], [], ['EXP', 'IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], [], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA']]",protein kinase activity,GO:0004672,0.00239176567584638,"['GO:0016301', 'GO:0016773', 'GO:0140096']",0.3333333333333333,query_1,18,0.010186757215619695,True,GO:MF,589,942,1,2.621281370951095,0.3333333333333333
